Должность,Ссылка,Компания,Зарплата,Опыт,Удаленная работа,GIT,LINUX,DOCKER,AWS,KUBERNETES,PYTHON,JAVA,C_SHARP,GO,NODEJS,SPRING,DJANGO,FLASK,SQL,NOSQL
Python-разработчик,https://hh.ru/vacancy/118858533,INFOWATCH,не указана,От 3 до 6 лет,Да,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"Руководитель технической поддержки, клиентского сервиса",https://hh.ru/vacancy/118352895,Датаюниверс,не указана,Более 6 лет,Да,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
Java разработчик,https://hh.ru/vacancy/119066681,Т1,не указана,От 3 до 6 лет,Нет,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Менеджер IT-проекта SaaS B2b,https://hh.ru/vacancy/119075676,Органайзер ЛидерТаск,от 150000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team Lead Frontend Developer,https://hh.ru/vacancy/117445159,Boosty,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
.NET Developer,https://hh.ru/vacancy/118898755,AME,от 150000 до 250000 RUR,От 3 до 6 лет,Да,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1
PHP-разработчик,https://hh.ru/vacancy/118311765,РАВ система,от 80000 до 200000 RUR,Нет опыта,Да,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Стажёр-инженер по мобильному тестированию, Приложение продавца, Ozon tech",https://hh.ru/vacancy/119085340,Ozon,не указана,Нет опыта,Нет,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Junior Product Manager (Маркетинговые инструменты),https://hh.ru/vacancy/118128166,СберЗдоровье,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Разработчик мобильного приложения,https://hh.ru/vacancy/118655803,FarEast,от 250000 RUR,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Back-end разработчик PHP+Go (Middle),https://hh.ru/vacancy/118731650,AB,от 2000 USD,От 3 до 6 лет,Да,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Backend-разработчик,https://hh.ru/vacancy/118332497,CODex,от 100000 RUR,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Java developer (ДЖЭТ ЛАБ),https://hh.ru/vacancy/114612422,Росатом Сервис,не указана,От 3 до 6 лет,Нет,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0
Backend Senior Developer (PHP),https://hh.ru/vacancy/118261525,ВЛАДИС,от 400000 RUR,От 3 до 6 лет,Да,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Продуктовый директор / Chief Product Officer (CPO),https://hh.ru/vacancy/118140498,ПРАЙМ ВУД,от 400000 RUR,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend разработчик (Python DRF),https://hh.ru/vacancy/117694116,idaproject,не указана,От 1 года до 3 лет,Нет,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1
Backend-разработчик (Java) Middle+,https://hh.ru/vacancy/118212033,Инновационный центр КАМАЗ,не указана,От 3 до 6 лет,Нет,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Junior Системный аналитик,https://hh.ru/vacancy/118265479,Voximplant,не указана,Нет опыта,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Middle PHP Backend Разработчик,https://hh.ru/vacancy/118258721,Туроператор Магазин Путешествий,от 190000 до 200000 RUR,От 3 до 6 лет,Да,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
"PHP разработчик (Yii2, Laravel)",https://hh.ru/vacancy/118719175,WeJET,не указана,От 1 года до 3 лет,Да,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Системный аналитик,https://hh.ru/vacancy/117412451,Лаборатория Безопасных Систем,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend разработчик (PHP),https://hh.ru/vacancy/117565985,Джем-Софт,от 180000 до 240000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Web-программист,https://hh.ru/vacancy/118047572,ВАВТ МИНЭКОНОМРАЗВИТИЯ РОССИИ,от 150000 до 175000 RUR,От 1 года до 3 лет,Нет,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
PHP-разработчик middle+/senior,https://hh.ru/vacancy/119084070,Employcity,не указана,От 3 до 6 лет,Да,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Python-разработчик,https://hh.ru/vacancy/116459956,Лига Цифровой Экономики,не указана,От 1 года до 3 лет,Нет,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0
Middle/Middle+ Python разработчик (IDP GigaSearch),https://hh.ru/vacancy/119016217,СБЕР,не указана,От 3 до 6 лет,Нет,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
Frontend-разработчик (React/N2O),https://hh.ru/vacancy/118190783,БФТ-Холдинг,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Backend-разработчик,https://hh.ru/vacancy/117982002,Х5 Group,не указана,Более 6 лет,Нет,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Fullstack-разработчик,https://hh.ru/vacancy/119023135,Современные Коммуникации,не указана,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
TeamLead iOS,https://hh.ru/vacancy/118968303,Finist Lab,не указана,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер продукта,https://hh.ru/vacancy/115637127,LADA Цифра,от 300000 до 350000 RUR,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project manager,https://hh.ru/vacancy/118283049,Physical Transformation/Физикл,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Разработчик React.JS,https://hh.ru/vacancy/118348463,Газпром информ,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Менеджер в‎еб-проектов / Project Manager,https://hh.ru/vacancy/118546654,iBrush,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full-Stack QA,https://hh.ru/vacancy/117801783,СБЕРКОРУС,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Frontend-разработчик (Middle. Vue | HTML+CSS),https://hh.ru/vacancy/118134229,Риверстарт,от 160000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Разработчик Senior Java / Kotlin Developer,https://hh.ru/vacancy/119042473,1001 LABS,не указана,От 3 до 6 лет,Да,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
Функциональный аналитик,https://hh.ru/vacancy/116628387,ДиСиЛоджик,не указана,От 3 до 6 лет,Нет,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
Python-разработчик Middle+/Senior,https://hh.ru/vacancy/118643315,NM TEAM SOCIAL MEDIA APPLICATIONS DEVELOPMENT & MANAGEMENT CO. L.L.C,от 3500 USD,От 3 до 6 лет,Да,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Fullstack-разработчик (Node.js/React),https://hh.ru/vacancy/118835034,Storm Trade,от 250000 RUR,От 1 года до 3 лет,Да,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
Senior Vue-разработчик,https://hh.ru/vacancy/112467359,Мэйджор Терминал,от 300000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Бизнес-аналитик,https://hh.ru/vacancy/119119069,АЛМИ Партнер,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Разработчик (Python),https://hh.ru/vacancy/118105017,Скала^р,не указана,От 3 до 6 лет,Нет,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1
Системный аналитик (Ecom),https://hh.ru/vacancy/117744717,GRI,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DevOps-инженер,https://hh.ru/vacancy/108960704,Digital Spirit,не указана,От 1 года до 3 лет,Да,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1
Web-мастер / HTML - верстальщик,https://hh.ru/vacancy/109167554,Леонардо,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python Developer,https://hh.ru/vacancy/118263442,Instories,не указана,От 3 до 6 лет,Да,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1
Разработчик low code CRM (стажер),https://hh.ru/vacancy/118913952,Техноинтеллект,не указана,Нет опыта,Да,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Web-разработчик (Middle),https://hh.ru/vacancy/117959352,МТС Финтех,не указана,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Team lead 2-й линии поддержки,https://hh.ru/vacancy/118003933,WILDBERRIES,не указана,От 1 года до 3 лет,Нет,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Middle QA Automation Engineer на продукт МТС Все Страховки (Big Data),https://hh.ru/vacancy/119059591,МТС,не указана,От 1 года до 3 лет,Нет,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
QA engineer / Тестировщик,https://hh.ru/vacancy/115132016,Банковские и Финансовые Системы,не указана,От 3 до 6 лет,Нет,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ведущий инженер по автоматизации тестирования,https://hh.ru/vacancy/119176871,VK,не указана,Более 6 лет,Да,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Стажер Python Back-end (офис),https://hh.ru/vacancy/118032656,Caltat,не указана,Нет опыта,Нет,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"Senior Java Developer, remote",https://hh.ru/vacancy/112076272,Тайгер Трейд,не указана,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
Middle Fullstack QA,https://hh.ru/vacancy/118228069,Атлас,до 250000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Руководитель службы разработки,https://hh.ru/vacancy/118970483,WILDBERRIES,не указана,Более 6 лет,Нет,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Руководитель группы разработки,https://hh.ru/vacancy/118803740,Кооп,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Golang-разработчик,https://hh.ru/vacancy/117676963,RecruitTech,до 500000 RUR,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
QA engineer (manual+auto),https://hh.ru/vacancy/118313397,Генотек,от 150000 до 170000 RUR,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Product owner,https://hh.ru/vacancy/118829536,Национальная система платежных карт,не указана,Более 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Backend разработчик (Go),https://hh.ru/vacancy/118887941,Spice IT,не указана,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
Разработчик на Java в инфраструктуру,https://hh.ru/vacancy/119069366,Яндекс,от 220000 до 450000 RUR,От 3 до 6 лет,Нет,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Senior Java разработчик,https://hh.ru/vacancy/118779997,Аклион,до 360000 RUR,Более 6 лет,Да,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
Middle Frontend/Fullstack Web Developer (GameDev),https://hh.ru/vacancy/118055747,ВАЙБ ГЕЙМС,от 120000 до 180000 RUR,От 1 года до 3 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontend-разработчик (в офис),https://hh.ru/vacancy/118298358,Твоё Лайв,от 90000 RUR,От 1 года до 3 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python-разработчик,https://hh.ru/vacancy/118970251,ANCOR,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Junior разработчик мобильного приложения,https://hh.ru/vacancy/118469490,СмартБрик,от 90000 RUR,От 1 года до 3 лет,Нет,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Tech Lead Frontend Engineer,https://hh.ru/vacancy/118849031,Магнетто,не указана,Более 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Java Developer,https://hh.ru/vacancy/118909831,Spice IT,не указана,От 3 до 6 лет,Да,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Node.js-разработчик,https://hh.ru/vacancy/119029317,Штумпф,от 70000 RUR,Нет опыта,Да,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Junior C# разработчик (.NET Core),https://hh.ru/vacancy/118824993,ЭЛЕКТРОННЫЕ ОФИСНЫЕ СИСТЕМЫ,не указана,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Backend-разработчик,https://hh.ru/vacancy/118259436,ГК АВТОРУСЬ,от 350000 до 450000 RUR,От 1 года до 3 лет,Нет,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1
"Инженер по тестированию мобильного приложения (Android, iOS, Python), Ozon Fresh",https://hh.ru/vacancy/118993085,Ozon,не указана,От 1 года до 3 лет,Да,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Java-разработчик,https://hh.ru/vacancy/118515781,КБ Уральский банк реконструкции и развития (УБРиР),не указана,От 1 года до 3 лет,Да,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Middle PHP разработчик (Backend),https://hh.ru/vacancy/118662736,Дивлаб,не указана,От 1 года до 3 лет,Да,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Руководитель проектов IT (Project Manager),https://hh.ru/vacancy/117623329,Гудфокаст,не указана,От 1 года до 3 лет,Да,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
ML-инженер,https://hh.ru/vacancy/119002411,Центр финансового управления,не указана,От 3 до 6 лет,Да,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1
Middle Руководитель проектов,https://hh.ru/vacancy/118767010,AGIMA,от 100000 RUR,От 1 года до 3 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python Developer AI,https://hh.ru/vacancy/117326410,Альфа-Банк,не указана,От 3 до 6 лет,Нет,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1
Ведущий инженер (Python),https://hh.ru/vacancy/117787113,Национальная система платежных карт,не указана,От 3 до 6 лет,Нет,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
Senior backend-разработчик (Python) / Tech Lead,https://hh.ru/vacancy/118664664,Oracul Analytics Ltd,от 350000 RUR,От 3 до 6 лет,Да,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Junior Продуктовый QA,https://hh.ru/vacancy/117997222,FunFlow (ООО Мобильные Игровые Решения),от 86207 RUR,Нет опыта,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Инженер-тестировщик Linux,https://hh.ru/vacancy/118913756,ЭВРИТЕГ,не указана,От 1 года до 3 лет,Нет,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Руководитель группы разработки,https://hh.ru/vacancy/119136066,AERODISK,не указана,От 3 до 6 лет,Нет,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1
DevОps специалист,https://hh.ru/vacancy/115720752,Digital Spirit,не указана,От 1 года до 3 лет,Да,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
CTO,https://hh.ru/vacancy/118352333,Алгоритмика,не указана,Более 6 лет,Да,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Frontend Developer Angular,https://hh.ru/vacancy/118555533,ТОП КЕЙС,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Python-разработчик,https://hh.ru/vacancy/119140280,АйтиСео,не указана,От 1 года до 3 лет,Да,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Системный аналитик,https://hh.ru/vacancy/118072264,Альфа-Банк,не указана,От 3 до 6 лет,Нет,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior manual QA,https://hh.ru/vacancy/118812251,Платформа Трим,не указана,От 3 до 6 лет,Нет,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Backend-разработчик,https://hh.ru/vacancy/118148613,Правительство Москвы,не указана,От 1 года до 3 лет,Нет,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Middle Backend-разработчик (Laravel),https://hh.ru/vacancy/118365150,SMSFAST,от 90000 до 140000 RUR,От 3 до 6 лет,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Младший Web-разработчик Asp.net (Junior Web Developer),https://hh.ru/vacancy/118704575,СКРИН,не указана,Нет опыта,Да,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DevOps-инженер / Системный администратор Linux,https://hh.ru/vacancy/118833377,Hyper AdTech,от 250000 до 300000 RUR,От 3 до 6 лет,Да,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Middle-backend разработчик,https://hh.ru/vacancy/118153600,Автономная Некоммерческая организация Агентство Инвестиционного Развития Московской Области,от 130000 до 165000 RUR,От 1 года до 3 лет,Да,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Middle back-end. Net developer (C#),https://hh.ru/vacancy/118763926,РЖД - Цифровые пассажирские решения,не указана,От 3 до 6 лет,Да,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Python-разработчик,https://hh.ru/vacancy/118600816,Т1,не указана,От 3 до 6 лет,Да,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Backend-разработчик,https://hh.ru/vacancy/118856930,Работа.ру,не указана,От 3 до 6 лет,Да,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"Python Backend разработчик (Middle+, Senior)",https://hh.ru/vacancy/118642450,Девман,не указана,От 3 до 6 лет,Да,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Go Backend Developer / Go бэкенд-разрабочтик,https://hh.ru/vacancy/118916822,Зигмунд Онлайн,не указана,От 3 до 6 лет,Да,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1
